team1,team2,league,num_games,num_won,win_ratio
SV Darmstadt 98,Hertha Berlin,Germany,1,1,1
SV Darmstadt 98,Mainz,Germany,2,0,0
SV Darmstadt 98,Schalke 04,Germany,2,0,0
SV Darmstadt 98,TSG Hoffenheim,Germany,1,0,0
SV Darmstadt 98,VfB Stuttgart,Germany,1,0,0
SV Darmstadt 98,VfL Wolfsburg,Germany,2,1,0.5
SV Darmstadt 98,Werder Bremen,Germany,3,1,0.333333333333333
Swansea,Arsenal,England,4,2,0.5
Swansea,Aston Villa,England,3,2,0.666666666666667
Swansea,Bournemouth,England,2,0,0
Swansea,Chelsea,England,3,0,0
Swansea,Crystal Palace,England,5,2,0.4
Swansea,Everton,England,5,1,0.2
Swansea,Fulham,England,1,1,1
Swansea,Hull,England,2,1,0.5
Swansea,Leicester City,England,1,0,0
Swansea,Liverpool,England,5,2,0.4
Swansea,Manchester City,England,6,0,0
Swansea,Manchester Utd,England,5,3,0.6
Swansea,Newcastle,England,3,2,0.666666666666667
Swansea,Norwich City,England,1,0,0
Swansea,QPR,England,1,0,0
Swansea,Southampton,England,1,0,0
Swansea,Stoke City,England,5,0,0
Swansea,Sunderland,England,4,1,0.25
Swansea,Tottenham,England,5,0,0
Swansea,West Brom,England,3,0,0
Swansea,West Ham,England,4,1,0.25
Torino,AC Milan,Italy,7,0,0
Torino,AS Roma,Italy,7,1,0.142857142857143
Torino,Atalanta,Italy,5,4,0.8
Torino,Bologna,Italy,4,2,0.5
Torino,Cagliari,Italy,6,3,0.5
Torino,Carpi,Italy,1,0,0
Torino,Catania,Italy,3,2,0.666666666666667
Torino,Cesena,Italy,1,1,1
Torino,Chievo Verona,Italy,4,2,0.5
Torino,Fiorentina,Italy,7,2,0.285714285714286
Torino,Frosinone,Italy,2,2,1
Torino,Genoa,Italy,7,2,0.285714285714286
Torino,Hellas Verona,Italy,4,2,0.5
Torino,Internazionale,Italy,4,1,0.25
Torino,Juventus,Italy,5,1,0.2
Torino,Lazio,Italy,5,0,0
Torino,Livorno,Italy,2,1,0.5
Torino,Napoli,Italy,6,0,0
Torino,Palermo,Italy,5,3,0.6
Torino,Parma,Italy,4,0,0
Torino,Sampdoria,Italy,4,1,0.25
Torino,Sassuolo,Italy,3,0,0
Torino,Siena,Italy,1,1,1
Torino,Udinese,Italy,3,1,0.333333333333333
Tottenham,Arsenal,England,5,1,0.2
Tottenham,Aston Villa,England,2,2,1
Tottenham,Bournemouth,England,1,1,1
Tottenham,Burnley,England,2,2,1
Tottenham,Chelsea,England,3,1,0.333333333333333
Tottenham,Crystal Palace,England,2,1,0.5
Tottenham,Everton,England,3,1,0.333333333333333
Tottenham,Fulham,England,2,2,1
Tottenham,Hull,England,2,1,0.5
Tottenham,Leicester City,England,4,2,0.5
Tottenham,Liverpool,England,3,0,0
Tottenham,Manchester City,England,5,2,0.4
Tottenham,Manchester Utd,England,2,1,0.5
Tottenham,Middlesbrough,England,1,1,1
Tottenham,Newcastle,England,4,1,0.25
Tottenham,QPR,England,1,1,1
Tottenham,Southampton,England,5,3,0.6
Tottenham,Stoke City,England,2,0,0
Tottenham,Sunderland,England,5,4,0.8
Tottenham,Swansea,England,5,4,0.8
Tottenham,Watford,England,2,2,1
Tottenham,West Brom,England,5,0,0
Tottenham,West Ham,England,3,2,0.666666666666667
Toulouse,AC Ajaccio,France,4,1,0.25
Toulouse,Angers,France,1,0,0
Toulouse,AS Monaco,France,3,1,0.333333333333333
Toulouse,AS Nancy Lorraine,France,2,1,0.5
Toulouse,Bastia,France,4,0,0
Toulouse,Bordeaux,France,6,3,0.5
Toulouse,Brest,France,1,1,1
Toulouse,Caen,France,1,0,0
Toulouse,Dijon FCO,France,1,0,0
Toulouse,Evian Thonon Gaillard,France,4,1,0.25
Toulouse,GFC Ajaccio,France,2,0,0
Toulouse,Guingamp,France,4,1,0.25
Toulouse,Lille,France,6,3,0.5
Toulouse,Lorient,France,6,2,0.333333333333333
Toulouse,Lyon,France,6,1,0.166666666666667
Toulouse,Marseille,France,6,0,0
Toulouse,Metz,France,2,0,0
Toulouse,Montpellier,France,5,0,0
Toulouse,Nantes,France,6,2,0.333333333333333
Toulouse,Nice,France,3,0,0
Toulouse,Paris Saint-Germain,France,5,0,0
Toulouse,Sochaux,France,2,2,1
Toulouse,St Etienne,France,6,3,0.5
Toulouse,Stade de Reims,France,6,3,0.5
Toulouse,Stade Rennes,France,5,2,0.4
Toulouse,Troyes,France,1,0,0
Toulouse,Valenciennes,France,2,1,0.5
Troyes,AC Ajaccio,France,1,1,1
Troyes,AS Monaco,France,1,0,0
Troyes,AS Nancy Lorraine,France,1,0,0
Troyes,Bastia,France,2,0,0
Troyes,Bordeaux,France,1,0,0
Troyes,Brest,France,2,1,0.5
Troyes,Caen,France,2,0,0
Troyes,GFC Ajaccio,France,1,1,1
Troyes,Lille,France,4,1,0.25
Troyes,Lorient,France,3,0,0
Troyes,Lyon,France,3,0,0
Troyes,Marseille,France,1,0,0
Troyes,Montpellier,France,3,0,0
Troyes,Nice,France,4,0,0
Troyes,Paris Saint-Germain,France,1,0,0
Troyes,Sochaux,France,1,0,0
Troyes,St Etienne,France,1,0,0
Troyes,Stade de Reims,France,4,2,0.5
Troyes,Stade Rennes,France,4,1,0.25
Troyes,Toulouse,France,1,0,0
Troyes,Valenciennes,France,1,0,0
TSG Hoffenheim,Bayer Leverkusen,Germany,4,0,0
TSG Hoffenheim,Bayern Munich,Germany,5,0,0
TSG Hoffenheim,Borussia Dortmund,Germany,8,1,0.125
TSG Hoffenheim,Borussia Monchengladbach,Germany,9,2,0.222222222222222
TSG Hoffenheim,Eintracht Frankfurt,Germany,4,2,0.5
TSG Hoffenheim,FC Augsburg,Germany,5,2,0.4
TSG Hoffenheim,FC Cologne,Germany,4,0,0
TSG Hoffenheim,FC Ingolstadt 04,Germany,3,2,0.666666666666667
TSG Hoffenheim,Fortuna Dusseldorf,Germany,1,0,0
TSG Hoffenheim,Hamburg SV,Germany,4,1,0.25
TSG Hoffenheim,Hannover 96,Germany,6,5,0.833333333333333
TSG Hoffenheim,Hertha Berlin,Germany,6,2,0.333333333333333
TSG Hoffenheim,Kaiserslautern,Germany,2,1,0.5
TSG Hoffenheim,Mainz,Germany,5,1,0.2
TSG Hoffenheim,Nurnberg,Germany,3,1,0.333333333333333
TSG Hoffenheim,RB Leipzig,Germany,1,0,0
TSG Hoffenheim,SC Freiburg,Germany,6,2,0.333333333333333
TSG Hoffenheim,Schalke 04,Germany,7,3,0.428571428571429
TSG Hoffenheim,SpVgg Greuther Furth,Germany,1,0,0
TSG Hoffenheim,SV Darmstadt 98,Germany,1,0,0
TSG Hoffenheim,TSV Eintracht Braunschweig,Germany,1,1,1
TSG Hoffenheim,VfB Stuttgart,Germany,6,2,0.333333333333333
TSG Hoffenheim,VfL Wolfsburg,Germany,8,3,0.375
TSG Hoffenheim,Werder Bremen,Germany,11,0,0
TSV Eintracht Braunschweig,Bayer Leverkusen,Germany,1,0,0
TSV Eintracht Braunschweig,Borussia Dortmund,Germany,1,0,0
TSV Eintracht Braunschweig,Borussia Monchengladbach,Germany,2,0,0
TSV Eintracht Braunschweig,FC Augsburg,Germany,1,0,0
TSV Eintracht Braunschweig,Hamburg SV,Germany,1,1,1
TSV Eintracht Braunschweig,Mainz,Germany,1,1,1
TSV Eintracht Braunschweig,Nurnberg,Germany,2,0,0
TSV Eintracht Braunschweig,Schalke 04,Germany,2,0,0
TSV Eintracht Braunschweig,TSG Hoffenheim,Germany,1,0,0
TSV Eintracht Braunschweig,VfB Stuttgart,Germany,1,0,0
TSV Eintracht Braunschweig,VfL Wolfsburg,Germany,1,0,0
Udinese,AC Milan,Italy,6,2,0.333333333333333
Udinese,AS Roma,Italy,7,1,0.142857142857143
Udinese,Atalanta,Italy,6,3,0.5
Udinese,Bologna,Italy,4,2,0.5
Udinese,Cagliari,Italy,4,1,0.25
Udinese,Carpi,Italy,1,0,0
Udinese,Catania,Italy,3,1,0.333333333333333
Udinese,Cesena,Italy,2,1,0.5
Udinese,Chievo Verona,Italy,8,3,0.375
Udinese,Empoli,Italy,3,1,0.333333333333333
Udinese,Fiorentina,Italy,7,2,0.285714285714286
Udinese,Genoa,Italy,7,0,0
Udinese,Hellas Verona,Italy,4,0,0
Udinese,Internazionale,Italy,6,2,0.333333333333333
Udinese,Juventus,Italy,3,0,0
Udinese,Lazio,Italy,3,0,0
Udinese,Lecce,Italy,1,1,1
Udinese,Livorno,Italy,2,2,1
Udinese,Napoli,Italy,7,1,0.142857142857143
Udinese,Palermo,Italy,7,2,0.285714285714286
Udinese,Parma,Italy,4,3,0.75
Udinese,Sampdoria,Italy,4,1,0.25
Udinese,Sassuolo,Italy,3,1,0.333333333333333
Udinese,Siena,Italy,1,0,0
Udinese,Torino,Italy,3,1,0.333333333333333
Udinese,US Pescara,Italy,1,1,1
US Pescara,AC Milan,Italy,1,0,0
US Pescara,AS Roma,Italy,2,0,0
US Pescara,Atalanta,Italy,1,0,0
US Pescara,Bologna,Italy,2,0,0
US Pescara,Cagliari,Italy,2,1,0.5
US Pescara,Catania,Italy,1,1,1
US Pescara,Crotone,Italy,1,0,0
US Pescara,Fiorentina,Italy,1,0,0
US Pescara,Genoa,Italy,2,0,0
US Pescara,Internazionale,Italy,1,0,0
US Pescara,Juventus,Italy,2,0,0
US Pescara,Napoli,Italy,3,0,0
US Pescara,Palermo,Italy,2,0,0
US Pescara,Sampdoria,Italy,2,0,0
US Pescara,Sassuolo,Italy,2,0,0
US Pescara,Siena,Italy,1,0,0
US Pescara,Udinese,Italy,1,0,0
Valencia,Alaves,Spain,1,1,1
Valencia,Almeria,Spain,4,2,0.5
Valencia,Athletic Bilbao,Spain,7,1,0.142857142857143
Valencia,Atletico Madrid,Spain,5,1,0.2
Valencia,Barcelona,Spain,8,2,0.25
Valencia,Celta Vigo,Spain,7,3,0.428571428571429
Valencia,Cordoba,Spain,1,1,1
Valencia,Deportivo La Coruna,Spain,5,1,0.2
Valencia,Eibar,Spain,2,1,0.5
Valencia,Elche,Spain,3,2,0.666666666666667
Valencia,Espanyol,Spain,9,6,0.666666666666667
Valencia,Getafe,Spain,5,2,0.4
Valencia,Granada,Spain,5,3,0.6
Valencia,Las Palmas,Spain,3,0,0
Valencia,Leganes,Spain,1,1,1
Valencia,Levante,Spain,2,0,0
Valencia,Malaga,Spain,3,2,0.666666666666667
Valencia,Mallorca,Spain,2,0,0
Valencia,Osasuna,Spain,3,0,0
Valencia,Racing Santander,Spain,2,1,0.5
Valencia,Rayo Vallecano,Spain,4,2,0.5
Valencia,Real Betis,Spain,3,0,0
Valencia,Real Madrid,Spain,7,1,0.142857142857143
Valencia,Real Sociedad,Spain,5,0,0
Valencia,Real Valladolid,Spain,3,1,0.333333333333333
Valencia,Real Zaragoza,Spain,2,0,0
Valencia,Sevilla,Spain,7,3,0.428571428571429
Valencia,Sporting Gijon,Spain,1,1,1
Valencia,Villarreal,Spain,3,1,0.333333333333333
Valenciennes,AC Ajaccio,France,5,1,0.2
Valenciennes,AJ Auxerre,France,1,1,1
Valenciennes,AS Monaco,France,2,1,0.5
Valenciennes,AS Nancy Lorraine,France,2,0,0
Valenciennes,Bastia,France,3,2,0.666666666666667
Valenciennes,Bordeaux,France,3,0,0
Valenciennes,Brest,France,2,1,0.5
Valenciennes,Caen,France,1,1,1
Valenciennes,Dijon FCO,France,1,1,1
Valenciennes,Evian Thonon Gaillard,France,2,1,0.5
Valenciennes,Guingamp,France,1,0,0
Valenciennes,Lille,France,2,0,0
Valenciennes,Lorient,France,3,1,0.333333333333333
Valenciennes,Lyon,France,4,0,0
Valenciennes,Marseille,France,4,1,0.25
Valenciennes,Montpellier,France,3,0,0
Valenciennes,Nantes,France,2,0,0
Valenciennes,Nice,France,1,1,1
Valenciennes,Paris Saint-Germain,France,3,0,0
Valenciennes,Sochaux,France,4,1,0.25
Valenciennes,St Etienne,France,2,0,0
Valenciennes,Stade de Reims,France,2,0,0
Valenciennes,Stade Rennes,France,4,2,0.5
Valenciennes,Toulouse,France,2,0,0
Valenciennes,Troyes,France,1,1,1
VfB Stuttgart,Bayer Leverkusen,Germany,6,0,0
VfB Stuttgart,Bayern Munich,Germany,4,0,0
VfB Stuttgart,Borussia Dortmund,Germany,8,0,0
VfB Stuttgart,Borussia Monchengladbach,Germany,5,1,0.2
VfB Stuttgart,Eintracht Frankfurt,Germany,8,5,0.625
VfB Stuttgart,FC Augsburg,Germany,5,3,0.6
VfB Stuttgart,FC Cologne,Germany,3,1,0.333333333333333
VfB Stuttgart,FC Ingolstadt 04,Germany,1,0,0
VfB Stuttgart,Fortuna Dusseldorf,Germany,1,0,0
VfB Stuttgart,Hamburg SV,Germany,5,2,0.4
VfB Stuttgart,Hannover 96,Germany,6,2,0.333333333333333
VfB Stuttgart,Hertha Berlin,Germany,3,0,0
VfB Stuttgart,Mainz,Germany,7,1,0.142857142857143
VfB Stuttgart,Nurnberg,Germany,3,0,0
VfB Stuttgart,SC Freiburg,Germany,5,4,0.8
VfB Stuttgart,SC Paderborn,Germany,1,1,1
VfB Stuttgart,Schalke 04,Germany,6,3,0.5
VfB Stuttgart,SV Darmstadt 98,Germany,1,0,0
VfB Stuttgart,TSG Hoffenheim,Germany,6,3,0.5
VfB Stuttgart,TSV Eintracht Braunschweig,Germany,1,0,0
VfB Stuttgart,VfL Wolfsburg,Germany,5,2,0.4
VfB Stuttgart,Werder Bremen,Germany,8,2,0.25
VfL Wolfsburg,Bayer Leverkusen,Germany,10,6,0.6
VfL Wolfsburg,Bayern Munich,Germany,4,1,0.25
VfL Wolfsburg,Borussia Dortmund,Germany,11,3,0.272727272727273
VfL Wolfsburg,Borussia Monchengladbach,Germany,6,4,0.666666666666667
VfL Wolfsburg,Eintracht Frankfurt,Germany,7,3,0.428571428571429
VfL Wolfsburg,FC Augsburg,Germany,4,1,0.25
VfL Wolfsburg,FC Cologne,Germany,4,1,0.25
VfL Wolfsburg,FC Ingolstadt 04,Germany,1,0,0
VfL Wolfsburg,Fortuna Dusseldorf,Germany,2,1,0.5
VfL Wolfsburg,Hamburg SV,Germany,7,2,0.285714285714286
VfL Wolfsburg,Hannover 96,Germany,6,2,0.333333333333333
VfL Wolfsburg,Hertha Berlin,Germany,6,3,0.5
VfL Wolfsburg,Mainz,Germany,4,0,0
VfL Wolfsburg,Nurnberg,Germany,5,3,0.6
VfL Wolfsburg,SC Freiburg,Germany,3,2,0.666666666666667
VfL Wolfsburg,SC Paderborn,Germany,2,1,0.5
VfL Wolfsburg,Schalke 04,Germany,5,1,0.2
VfL Wolfsburg,SpVgg Greuther Furth,Germany,1,0,0
VfL Wolfsburg,SV Darmstadt 98,Germany,2,0,0
VfL Wolfsburg,TSG Hoffenheim,Germany,8,3,0.375
VfL Wolfsburg,TSV Eintracht Braunschweig,Germany,1,0,0
VfL Wolfsburg,VfB Stuttgart,Germany,5,3,0.6
VfL Wolfsburg,Werder Bremen,Germany,7,4,0.571428571428571
Villarreal,Almeria,Spain,1,1,1
Villarreal,Athletic Bilbao,Spain,4,1,0.25
Villarreal,Atletico Madrid,Spain,1,0,0
Villarreal,Barcelona,Spain,5,0,0
Villarreal,Celta Vigo,Spain,3,2,0.666666666666667
Villarreal,Deportivo La Coruna,Spain,2,1,0.5
Villarreal,Eibar,Spain,4,1,0.25
Villarreal,Elche,Spain,2,0,0
Villarreal,Espanyol,Spain,4,3,0.75
Villarreal,Getafe,Spain,1,0,0
Villarreal,Granada,Spain,3,2,0.666666666666667
Villarreal,Las Palmas,Spain,1,1,1
Villarreal,Malaga,Spain,5,2,0.4
Villarreal,Osasuna,Spain,4,2,0.5
Villarreal,Racing Santander,Spain,1,0,0
Villarreal,Rayo Vallecano,Spain,4,3,0.75
Villarreal,Real Betis,Spain,3,0,0
Villarreal,Real Madrid,Spain,5,0,0
Villarreal,Real Sociedad,Spain,5,3,0.6
Villarreal,Real Valladolid,Spain,1,1,1
Villarreal,Real Zaragoza,Spain,2,0,0
Villarreal,Sevilla,Spain,6,2,0.333333333333333
Villarreal,Sporting Gijon,Spain,2,2,1
Villarreal,Valencia,Spain,3,1,0.333333333333333
Watford,Arsenal,England,1,0,0
Watford,Aston Villa,England,2,2,1
Watford,Bournemouth,England,3,0,0
Watford,Chelsea,England,2,0,0
Watford,Crystal Palace,England,2,1,0.5
Watford,Everton,England,3,1,0.333333333333333
Watford,Leicester City,England,2,1,0.5
Watford,Liverpool,England,1,0,0
Watford,Manchester City,England,1,0,0
Watford,Manchester Utd,England,2,1,0.5
Watford,Newcastle,England,2,2,1
Watford,Norwich City,England,1,0,0
Watford,Southampton,England,1,0,0
Watford,Stoke City,England,1,0,0
Watford,Sunderland,England,1,0,0
Watford,Tottenham,England,2,0,0
Watford,West Brom,England,1,0,0
Watford,West Ham,England,2,1,0.5
Werder Bremen,Bayer Leverkusen,Germany,6,3,0.5
Werder Bremen,Bayern Munich,Germany,4,0,0
Werder Bremen,Borussia Dortmund,Germany,7,1,0.142857142857143
Werder Bremen,Borussia Monchengladbach,Germany,7,1,0.142857142857143
Werder Bremen,Eintracht Frankfurt,Germany,5,0,0
Werder Bremen,FC Augsburg,Germany,9,2,0.222222222222222
Werder Bremen,FC Cologne,Germany,5,1,0.2
Werder Bremen,FC Ingolstadt 04,Germany,1,1,1
Werder Bremen,Fortuna Dusseldorf,Germany,2,1,0.5
Werder Bremen,Hamburg SV,Germany,4,0,0
Werder Bremen,Hannover 96,Germany,7,3,0.428571428571429
Werder Bremen,Hertha Berlin,Germany,5,1,0.2
Werder Bremen,Mainz,Germany,8,4,0.5
Werder Bremen,Nurnberg,Germany,4,0,0
Werder Bremen,RB Leipzig,Germany,1,0,0
Werder Bremen,SC Freiburg,Germany,7,2,0.285714285714286
Werder Bremen,SC Paderborn,Germany,1,0,0
Werder Bremen,Schalke 04,Germany,7,1,0.142857142857143
Werder Bremen,SpVgg Greuther Furth,Germany,2,0,0
Werder Bremen,SV Darmstadt 98,Germany,3,0,0
Werder Bremen,TSG Hoffenheim,Germany,11,5,0.454545454545455
Werder Bremen,VfB Stuttgart,Germany,8,2,0.25
Werder Bremen,VfL Wolfsburg,Germany,7,2,0.285714285714286
West Brom,Arsenal,England,3,1,0.333333333333333
West Brom,Aston Villa,England,3,0,0
West Brom,Bournemouth,England,2,0,0
West Brom,Burnley,England,1,0,0
West Brom,Cardiff,England,1,0,0
West Brom,Chelsea,England,4,0,0
West Brom,Crystal Palace,England,3,1,0.333333333333333
West Brom,Everton,England,3,0,0
West Brom,Fulham,England,1,0,0
West Brom,Hull,England,3,1,0.333333333333333
West Brom,Leicester City,England,4,1,0.25
West Brom,Liverpool,England,6,0,0
West Brom,Manchester City,England,4,0,0
West Brom,Manchester Utd,England,1,0,0
West Brom,Newcastle,England,2,0,0
West Brom,QPR,England,2,0,0
West Brom,Southampton,England,1,1,1
West Brom,Stoke City,England,3,1,0.333333333333333
West Brom,Sunderland,England,2,0,0
West Brom,Swansea,England,3,2,0.666666666666667
West Brom,Tottenham,England,5,0,0
West Brom,Watford,England,1,1,1
West Brom,West Ham,England,5,1,0.2
West Ham,Arsenal,England,5,0,0
West Ham,Aston Villa,England,1,0,0
West Ham,Bournemouth,England,2,1,0.5
West Ham,Burnley,England,1,1,1
West Ham,Chelsea,England,3,1,0.333333333333333
West Ham,Crystal Palace,England,4,2,0.5
West Ham,Everton,England,4,1,0.25
West Ham,Fulham,England,1,0,0
West Ham,Hull,England,2,1,0.5
West Ham,Leicester City,England,3,0,0
West Ham,Liverpool,England,4,1,0.25
West Ham,Manchester City,England,5,2,0.4
West Ham,Manchester Utd,England,5,1,0.2
West Ham,Middlesbrough,England,2,1,0.5
West Ham,Newcastle,England,2,0,0
West Ham,Norwich City,England,3,0,0
West Ham,Southampton,England,3,2,0.666666666666667
West Ham,Stoke City,England,5,0,0
West Ham,Sunderland,England,3,1,0.333333333333333
West Ham,Swansea,England,4,2,0.5
West Ham,Tottenham,England,3,0,0
West Ham,Watford,England,2,1,0.5
West Ham,West Brom,England,5,1,0.2
